-1.16, -1.36
-1.14, -1.46
-1.13, -1.38
-1.12, -1.56
-1.11, -1.67
-1.10, -1.47
-1.10, -1.77
-1.08, -1.86
-1.08, -1.55
-1.07, -1.96
-1.05, -2.05
-1.04, -2.16
-1.02, -2.25
-1.01, -2.34
-1.00, -2.42
-0.99, -2.50
-0.97, -2.59
-0.96, -2.69
-0.94, -2.79
-0.92, -2.85
-0.92, -3.00
-0.88, -3.13
-0.86, -3.21
-0.84, -3.25
-0.84, -3.32
-0.82, -3.38
-0.79, -3.48
-0.77, -3.54
-0.76, -3.61
-0.74, -3.63
-0.71, -3.67
-0.68, -3.70
-0.65, -3.75
-0.63, -3.77
-0.60, -3.82
-0.58, -3.84
-0.55, -3.85
-0.52, -3.87
-0.50, -3.90
-0.47, -3.93
-0.45, -4.00
-0.43, -3.98
-0.43, -4.05
-0.40, -4.02
-0.39, -4.07
-0.36, -4.07
-0.33, -4.08
-0.30, -4.10
-0.28, -4.13
-0.25, -4.16
-0.22, -4.18
-0.19, -4.21
-0.17, -4.25
-0.14, -4.30
-0.11, -4.34
-0.09, -4.40
-0.06, -4.41
-0.06, -4.48
-0.04, -4.48
-0.03, -4.53
-0.01, -4.55
0.04, -4.64
0.06, -4.64
0.09, -4.73
0.13, -4.71
0.15, -4.82
0.17, -4.83
0.17, -4.91
0.20, -4.90
0.21, -4.95
0.23, -4.96
0.25, -5.03
0.27, -5.03
0.28, -5.10
0.30, -5.11
0.32, -5.17
0.34, -5.19
0.36, -5.23
0.39, -5.25
0.41, -5.28
0.43, -5.29
0.46, -5.41
0.48, -5.43
0.51, -5.44
0.54, -5.44
0.56, -5.43
0.58, -5.46
